	disease	gene	class	score
6734	MESH:D014820	925	1	0.15566088059592598
15608	MESH:D003922	7046	0	0.15565655487287408
15508	MESH:D008113	3280	0	0.15565344515761328
16786	MESH:D009765	1576	0	0.1556411605368401
14593	MESH:D012468	55691	0	0.15563958778016956
14541	MESH:D000544	6513	0	0.15563462153758642
17349	MESH:D000740	2896	0	0.1556032874981639
11251	MESH:D003866	50809	1	0.1556028660073433
6058	MESH:D009765	2099	1	0.15555354550284198
6878	MESH:D024821	6347	1	0.15554842476251726
11919	MESH:D011471	5564	0	0.15552568832336905
7438	MESH:D000544	762	1	0.155517973037182
10510	MESH:D007676	5228	1	0.15551449673512632
21175	MESH:D010300	3456	0	0.15550273934707612
11446	MESH:D001471	652	1	0.15550029729365078
15367	MESH:D011471	64221	0	0.1554960931812852
17845	MESH:D001749	55876	0	0.1554744204125689
1300	MESH:D010051	83636	1	0.15545939508405066
5675	MESH:D017202	3240	1	0.1554285373151127
1119	MESH:D001859	5352	1	0.15540102065599082
20545	MESH:D003424	4609	0	0.15539859728578434
7763	MESH:D010300	10461	1	0.1553971939079341
11948	MESH:D001172	944	0	0.15539480334190595
5742	MESH:D017202	4318	1	0.15539464077648008
8782	MESH:D007918	7097	1	0.1553751365647885
10265	MESH:D004827	378884	1	0.15536994651140662
1430	MESH:D001943	2091	1	0.15536361464195067
3904	MESH:D013953	25992	1	0.15534941805439256
178	MESH:D019337	3021	1	0.15534794763219895
19634	MESH:D050197	2335	0	0.15534512451743002
10506	MESH:D007676	4973	1	0.15533354652862122
16456	MESH:D008577	8407	0	0.15532777571253392
7010	MESH:D001249	3570	1	0.15532262720998508
7156	MESH:D012559	1267	1	0.15530536054265273
19869	MESH:D007680	2554	0	0.15530410183617185
9891	MESH:D004827	472	1	0.15530325450955065
21705	MESH:D013274	2315	0	0.1552989391467049
15845	MESH:D005910	23225	0	0.15529104070269387
18273	MESH:D004827	1636	0	0.1552709287403322
3809	MESH:D003110	6714	1	0.15526730838493613
16203	MESH:D008113	3458	0	0.15525164382580614
21737	MESH:D000740	5133	0	0.15524577741813225
15987	MESH:D010051	2150	0	0.15522652944099655
11845	MESH:D000163	6348	1	0.1552092995247339
16552	MESH:D011471	10891	0	0.1551963368211012
19498	MESH:D011471	10891	0	0.1551963368211012
21972	MESH:D013274	6439	0	0.15518347131198587
631	MESH:D001932	23081	1	0.1551811294692797
2887	MESH:D011471	26499	1	0.15516732734415556
15785	MESH:D001932	3479	0	0.15516435712462007
16105	MESH:D001943	79054	0	0.15515776182217794
3478	MESH:D008113	467	1	0.1551419850727423
21336	MESH:D004827	3291	0	0.15513236480671494
11846	MESH:D000163	6349	1	0.15512218171692616
16522	MESH:D001172	6928	0	0.15510757198826594
6966	MESH:D001249	1767	1	0.15510559511430544
21845	MESH:D007680	2806	0	0.15510023000482054
622	MESH:D001932	9074	1	0.1550998739692415
11975	MESH:D010300	50943	0	0.15509635951916542
15547	MESH:D010300	50943	0	0.15509635951916542
370	MESH:D019337	7074	1	0.1550897559783063
19022	MESH:D000544	8932	0	0.15508576745685673
16901	MESH:D000690	8942	0	0.15508449633889526
7442	MESH:D000544	945	1	0.15505951527230724
16878	MESH:D013274	9627	0	0.15501127402313733
1315	MESH:D001943	185	1	0.15498455138368106
12945	MESH:D000310	2673	0	0.15497224098612747
20131	MESH:D006509	6494	0	0.15496153624642325
8771	MESH:D007918	1540	1	0.15495379623668953
6477	MESH:D008180	4299	1	0.15492629211474246
19164	MESH:D001249	2180	0	0.15492265257080315
20296	MESH:D019337	378884	0	0.15491657056959854
14402	MESH:D010195	634	0	0.15487162505641072
14636	MESH:D012148	3569	0	0.15486833333864058
10509	MESH:D007676	5076	1	0.15486826943893525
11278	MESH:D010195	1514	1	0.15486505220274338
15181	MESH:D011085	5340	0	0.15486343921081916
12751	MESH:D013274	5580	0	0.15485487492790226
12614	MESH:D003093	11009	0	0.15485201133189622
4455	MESH:D003424	2646	1	0.15484754386456712
13780	MESH:D012878	5792	0	0.15482934182857608
5408	MESH:D001172	7112	1	0.15482584097017238
14206	MESH:D011471	3643	0	0.15481646186410195
10194	MESH:D004827	11255	1	0.15481281524687
2665	MESH:D011471	4846	1	0.1547949552370805
10532	MESH:D007676	7040	1	0.15476480558283345
4332	MESH:D013736	4254	1	0.1547587064891726
17331	MESH:D019337	342897	0	0.1547580351101646
20291	MESH:D001172	598	0	0.15472388959357122
12465	MESH:D004938	2678	0	0.15471370178404542
19316	MESH:D003922	4094	0	0.1546936814199379
10319	MESH:D006509	5728	1	0.15469230360214653
6952	MESH:D001249	1215	1	0.15468476771516199
1372	MESH:D001943	972	1	0.15464854295760905
6486	MESH:D008180	5743	1	0.1546356602226034
19239	MESH:D010190	54539	0	0.15462889567128907
14773	MESH:D003876	27348	0	0.1546182881778359
9483	MESH:D005922	3689	1	0.15461621565210668
8315	MESH:D006973	1908	1	0.15460628066365564
6824	MESH:D024821	183	1	0.15460051389819074
2189	MESH:D004938	1381	1	0.15457220974100833
12625	MESH:D012878	4094	0	0.15456920693558038
12440	MESH:D013274	241	0	0.15456578982201685
4931	MESH:D003924	9861	1	0.15454678710753708
8029	MESH:D011085	2812	1	0.1545233304545705
14957	MESH:D008180	3767	0	0.15450439613287534
6808	MESH:D008268	10516	1	0.1544977087536189
15610	MESH:D005922	3990	0	0.15449461056624486
8386	MESH:D006973	3162	1	0.15447469616617435
14945	MESH:D019337	10538	0	0.15446882414578858
11882	MESH:D001471	1269	0	0.15446802301331616
3971	MESH:D019043	25937	1	0.15444888614706814
18671	MESH:D010190	1524	0	0.15444440235706555
16234	MESH:D019337	6584	0	0.1544285266889236
21993	MESH:D010518	5144	0	0.1544223682267659
3060	MESH:D013274	3199	1	0.1544124734632281
18163	MESH:D000163	3105	0	0.15441015071958974
14478	MESH:D010518	6319	0	0.15440625534279992
17552	MESH:D011471	117156	0	0.15440056541533767
15066	MESH:D001172	5792	0	0.15439926577832247
2732	MESH:D011471	6580	1	0.15438722910646208
2398	MESH:D012468	23636	1	0.15438464555396195
18423	MESH:D012559	6098	0	0.15436126038024525
16000	MESH:D001943	6721	0	0.15434283166716972
14592	MESH:D001172	3178	0	0.15431735764851068
3428	MESH:D010524	4915	1	0.15430825224711814
2419	MESH:D012468	55914	1	0.15429884085910126
20978	MESH:D010051	1066	0	0.15428246409096466
14020	MESH:D001714	5187	0	0.15427021724793544
10536	MESH:D007676	7422	1	0.1542684995253562
621	MESH:D001932	8848	1	0.15426212363327724
17467	MESH:D005910	3172	0	0.1542492194229902
2968	MESH:D011471	246778	1	0.15424654658809353
17721	MESH:D004938	5879	0	0.15421635613230442
8084	MESH:D011085	6899	1	0.15420030960841472
18029	MESH:D008180	3480	0	0.15419554169672464
14059	MESH:D000740	2643	0	0.15417717748560636
21083	MESH:D013274	345	0	0.15413521180019735
12067	MESH:D012559	375611	0	0.15412997179295396
21770	MESH:D053713	8320	0	0.15410708440052848
14865	MESH:D001289	400916	0	0.15410096192083278
5639	MESH:D017202	2697	1	0.15409400412269394
15777	MESH:D008180	9779	0	0.15409379257630554
4893	MESH:D003924	6527	1	0.15405782437665771
13778	MESH:D001943	7941	0	0.15403603144325195
12959	MESH:D010300	358	0	0.1540165087577205
18616	MESH:D005134	2118	0	0.15400191056410886
14696	MESH:D000310	5265	0	0.15399993965780345
724	MESH:D007680	3313	1	0.15398313199509084
13764	MESH:D001749	79991	0	0.15395927719977814
11333	MESH:D010195	6376	1	0.15395750883839096
20281	MESH:D004938	8743	0	0.1539569503536463
22010	MESH:D012468	6840	0	0.1539532553094445
12014	MESH:D008113	10660	0	0.15395154705281572
20624	MESH:D005910	10686	0	0.15394983889462666
2765	MESH:D011471	7079	1	0.15394300198381294
17587	MESH:D009103	3697	0	0.15394023649606553
5180	MESH:D003922	5551	1	0.15393510012840633
19678	MESH:D010190	27242	0	0.15391838635843286
17148	MESH:D010051	83943	0	0.15391006563131346
17017	MESH:D000544	2938	0	0.15390330307927955
1438	MESH:D001943	2152	1	0.15388862648395088
18634	MESH:D003093	5595	0	0.1538744080913504
3409	MESH:D010524	3265	1	0.15387352780814906
9591	MESH:D005922	7941	1	0.15383788017966699
682	MESH:D007680	835	1	0.15382199986884626
3664	MESH:D006258	3621	1	0.15380195640648606
20710	MESH:D005922	921	0	0.1537980685769974
19902	MESH:D008545	221692	0	0.15379458737827487
11219	MESH:D017545	6868	1	0.1537924258212772
20008	MESH:D012004	1108	0	0.1537851807554704
7574	MESH:D000544	10891	1	0.15378089197136194
19259	MESH:D019337	10253	0	0.15374742017333556
16563	MESH:D003922	729230	0	0.15372791188204926
7291	MESH:D012559	9444	1	0.15372057604134914
20900	MESH:D011085	5552	0	0.15371802212667582
13143	MESH:D001943	1592	0	0.15370855321100774
13302	MESH:D008113	50507	0	0.15370324412916414
10061	MESH:D004827	5027	1	0.15369061391280175
2281	MESH:D004938	8856	1	0.1536854403428512
20503	MESH:D009765	114798	0	0.15368459851286675
1873	MESH:D005910	1233	1	0.1536727930143308
18888	MESH:D001749	26499	0	0.15363173445363207
3722	MESH:D005134	1026	1	0.1536125725109731
17509	MESH:D010051	2952	0	0.15361040839763196
18932	MESH:D001943	6880	0	0.15360370563171194
2346	MESH:D012468	3670	1	0.15358759050076418
18953	MESH:D009765	158038	0	0.15358326724525842
19916	MESH:D011085	5744	0	0.15357301761879769
16293	MESH:D006973	632	0	0.1535623795312652
19549	MESH:D010190	3566	0	0.15356236516519522
18124	MESH:D019337	8856	0	0.15355643275212733
13872	MESH:D003093	246	0	0.15355010540867214
13660	MESH:D001932	2625	0	0.15354691248419558
4938	MESH:D003924	10296	1	0.15353836073616967
13200	MESH:D008105	11173	0	0.15353387471744795
4673	MESH:D009103	10461	1	0.15353144899588447
18796	MESH:D001172	2710	0	0.1534991812720583
16519	MESH:D009217	1509	0	0.15348240372844274
11276	MESH:D010195	1401	1	0.1534741540220524
481	MESH:D019337	50489	1	0.15347147687170362
6713	MESH:D008105	9020	1	0.15346861257554892
17155	MESH:D000740	6403	0	0.15345869852139704
10054	MESH:D004827	4915	1	0.15344544470097374
18289	MESH:D001749	6401	0	0.15344215351054474
13866	MESH:D003924	121278	0	0.15343868770310834
21947	MESH:D019337	5300	0	0.15341709806897352
2101	MESH:D014594	27030	1	0.15340426745125765
12309	MESH:D004827	354	0	0.1533870123876474
7071	MESH:D001249	6863	1	0.1533863601382077
21080	MESH:D010190	3600	0	0.15336825369003515
4089	MESH:D008545	3569	1	0.1533612104120915
5181	MESH:D003922	5588	1	0.15332321570382826
10055	MESH:D004827	4916	1	0.15326379123508632
12387	MESH:D005910	2562	0	0.15324677007111598
14086	MESH:D012559	23492	0	0.1532334424235363
20925	MESH:D001749	1756	0	0.15321254307407514
21724	MESH:D005922	7837	0	0.15320314896687962
20940	MESH:D014846	4088	0	0.15319855384403852
20649	MESH:D003424	5328	0	0.15317167096585585
18439	MESH:D024821	3291	0	0.15314511019695748
15246	MESH:D001859	8743	0	0.1531231162182466
4287	MESH:D008545	79068	1	0.15311911696265254
3404	MESH:D010524	2026	1	0.15311261015155458
4169	MESH:D008545	5880	1	0.1531083332764348
20396	MESH:D012559	5657	0	0.1531029127971434
7718	MESH:D010300	4099	1	0.1530982532061827
10750	MESH:D001321	2890	1	0.1530837888295945
18965	MESH:D006973	7389	0	0.15307808484889582
20065	MESH:D009290	4057	0	0.15306915877947674
119	MESH:D019337	1471	1	0.1530650272552012
15957	MESH:D005706	3458	0	0.15306490020716887
10269	MESH:D006509	231	1	0.15303643274398598
4385	MESH:D008577	56980	1	0.1530239800175908
19091	MESH:D011471	9230	0	0.15301920984117726
3594	MESH:D008113	10188	1	0.15301773988363127
405	MESH:D019337	8701	1	0.15301346227836582
2465	MESH:D011471	467	1	0.15300571905002125
20936	MESH:D004938	5599	0	0.15300340927699904
7754	MESH:D010300	7124	1	0.1529971430766539
18478	MESH:D001172	4255	0	0.15298216765528092
13130	MESH:D001943	5330	0	0.15296285031669873
21870	MESH:D001943	4026	0	0.1529620240678011
13554	MESH:D000544	6836	0	0.15295465525071705
15285	MESH:D002311	6622	0	0.15295198615294894
17078	MESH:D008288	1493	0	0.15294245140226742
21814	MESH:D008288	1493	0	0.15294245140226742
10714	MESH:D001321	1141	1	0.1529413945968203
10225	MESH:D004827	54982	1	0.15293149908923065
1784	MESH:D001943	28514	1	0.1529213395856978
12124	MESH:D005922	51530	0	0.15291968502496525
13427	MESH:D012559	8302	0	0.152905905064397
6019	MESH:D009765	886	1	0.1528741770485441
2753	MESH:D011471	6916	1	0.15286691739650388
18305	MESH:D004938	213	0	0.15286213573228144
2043	MESH:D014594	2064	1	0.15285784653277526
12523	MESH:D019337	10133	0	0.15283926300165207
20717	MESH:D008545	3191	0	0.15283760588912734
2585	MESH:D011471	2952	1	0.15282161888896825
19567	MESH:D017202	8737	0	0.15281188038880833
5357	MESH:D001172	4323	1	0.15280699770466075
20064	MESH:D003924	973	0	0.15280123539443613
2662	MESH:D011471	4782	1	0.152800224369469
3942	MESH:D009217	7422	1	0.15276786632967262
3868	MESH:D009373	5819	1	0.15276162195071472
4937	MESH:D003924	10253	1	0.15272721524076108
85	MESH:D019337	968	1	0.1527202202270439
1988	MESH:D005910	8216	1	0.15270569961035865
16712	MESH:D005910	7098	0	0.1526993075777276
13192	MESH:D001859	64641	0	0.15268604840075115
11458	MESH:D001471	5970	1	0.15266098431940422
11534	MESH:D003731	973	1	0.1526598482220552
3668	MESH:D006258	4851	1	0.15265275093963054
16758	MESH:D008577	7528	0	0.15264909248521735
1618	MESH:D001943	5970	1	0.152631889918616
16863	MESH:D000740	1995	0	0.15262934264638145
6039	MESH:D009765	1431	1	0.15262570518016544
7995	MESH:D011085	155	1	0.15262117144780096
19483	MESH:D000544	4254	0	0.15261188788920035
15718	MESH:D004827	1788	0	0.152611664322796
21625	MESH:D004827	1788	0	0.152611664322796
9181	MESH:D050197	6351	1	0.15258881438281616
17843	MESH:D008113	1991	0	0.15257294320402054
8584	MESH:D006973	7349	1	0.1525707644527473
21778	MESH:D010024	4193	0	0.1525487514979593
5223	MESH:D003922	55423	1	0.1525465522372511
9979	MESH:D004827	2632	1	0.15251333246887874
21003	MESH:D007562	57608	0	0.15250720949757207
18226	MESH:D050197	308	0	0.15250591103765465
13010	MESH:D004827	3782	0	0.15249745525224462
6214	MESH:D009765	6550	1	0.1524831118553891
13979	MESH:D001172	54620	0	0.15247582994032952
11847	MESH:D000163	6351	1	0.15246896657568335
2990	MESH:D013274	332	1	0.15243317063947626
12760	MESH:D011085	5304	0	0.15240781520206845
5772	MESH:D017202	5196	1	0.15238766989770305
17550	MESH:D003924	6678	0	0.15236026422212048
20171	MESH:D001528	6326	0	0.15236025395989294
4747	MESH:D003924	948	1	0.15235673882372475
8073	MESH:D011085	6286	1	0.15234895366726994
5461	MESH:D001172	53347	1	0.15234351003794064
3021	MESH:D013274	1201	1	0.152334344904153
11048	MESH:D015209	4485	1	0.15233424811307392
6173	MESH:D009765	5291	1	0.15229171059372784
15983	MESH:D008545	5981	0	0.15229081357098145
16804	MESH:D000544	7421	0	0.1522495977856254
22253	MESH:D009765	6948	0	0.1522472127788907
12848	MESH:D009765	6948	0	0.1522472127788907
19721	MESH:D009765	7498	0	0.15224645879387802
13212	MESH:D004938	259266	0	0.15224470451113198
10362	MESH:D029424	3356	1	0.1522272396597526
16765	MESH:D001943	1617	0	0.15222703905924725
7315	MESH:D012559	23305	1	0.1522149099207646
9264	MESH:D010024	2122	1	0.15220562707751886
14210	MESH:D005922	6376	0	0.1521900386489505
7301	MESH:D012559	9839	1	0.15218240663888608
8544	MESH:D006973	6546	1	0.15216674383002673
13282	MESH:D019337	2315	0	0.15216486685393088
10884	MESH:D001321	22941	1	0.15216292601054093
6933	MESH:D001249	632	1	0.15213646230843691
12189	MESH:D003110	728	0	0.15213528074498034
14605	MESH:D003110	728	0	0.15213528074498034
88	MESH:D019337	974	1	0.15213519341654136
15804	MESH:D005910	11345	0	0.1521308932165209
21789	MESH:D000310	7046	0	0.1521234691681355
11296	MESH:D010195	3553	1	0.15210956213521526
14234	MESH:D013274	5880	0	0.1521007372722173
17690	MESH:D017202	5465	0	0.15209905203695748
7822	MESH:D003876	5465	1	0.15209834126159855
20125	MESH:D005922	2629	0	0.1520949982492466
3497	MESH:D008113	1437	1	0.15208895977885525
7129	MESH:D001249	169026	1	0.15208865937466212
5801	MESH:D017202	5580	1	0.1520845961709509
6164	MESH:D009765	5019	1	0.15207931977009312
4413	MESH:D001650	6528	1	0.15207681726716596
1111	MESH:D001859	4015	1	0.1520766615928576
15532	MESH:D007680	4314	0	0.15206934445540973
9625	MESH:D005922	9447	1	0.15203222032797792
4020	MESH:D008545	1280	1	0.152031383542735
3066	MESH:D013274	3384	1	0.15201504394234747
12344	MESH:D008268	11128	0	0.15197718689227982
10186	MESH:D004827	10763	1	0.15195431776215518
18039	MESH:D001943	1814	0	0.15195322947984055
14343	MESH:D001932	1728	0	0.15192189803896528
10379	MESH:D029424	4843	1	0.15190486660874267
6944	MESH:D001249	958	1	0.1519048330127399
2864	MESH:D011471	11005	1	0.15187912664469536
11067	MESH:D009290	6955	1	0.15187692320391408
17621	MESH:D001943	1653	0	0.15187036409688667
13117	MESH:D000690	6531	0	0.15186088830176456
15122	MESH:D011471	1052	0	0.15182826796131896
14090	MESH:D013274	7112	0	0.15181664048060078
4576	MESH:D009103	942	1	0.15181022512066242
11567	MESH:D000740	675	1	0.15180094289759766
6807	MESH:D008268	8878	1	0.15179375795331262
10033	MESH:D004827	4155	1	0.15177910912499593
20041	MESH:D012559	1545	0	0.15177211624053982
4897	MESH:D003924	6648	1	0.1517530318738661
17689	MESH:D008545	25788	0	0.15174768526948462
16226	MESH:D009765	3242	0	0.1517375248525758
10492	MESH:D007676	3931	1	0.15172657300678422
7148	MESH:D012559	886	1	0.15172222132750007
19180	MESH:D001943	64651	0	0.15171206634785175
618	MESH:D001932	8643	1	0.1517105842996903
6735	MESH:D014820	941	1	0.15169553111843292
16931	MESH:D006509	160364	0	0.15168064984453775
11468	MESH:D005642	1295	1	0.15167918457148116
13531	MESH:D013274	929	0	0.15167744253816173
15942	MESH:D000690	64478	0	0.1516771165436912
9781	MESH:D005922	56833	1	0.1516753319845587
3207	MESH:D013274	10468	1	0.15167355298660426
13176	MESH:D015535	367	0	0.15166572485285348
3622	MESH:D008113	117159	1	0.15165366306955336
4701	MESH:D009103	116379	1	0.15164150809523655
21757	MESH:D001943	329	0	0.1516412622953338
11506	MESH:D005923	2776	1	0.15163067604480085
17611	MESH:D001172	79602	0	0.1516070532170521
5989	MESH:D009765	181	1	0.15160574511950212
197	MESH:D019337	3383	1	0.151590737889884
1834	MESH:D001943	151647	1	0.1515889766637371
18565	MESH:D010024	3552	0	0.1515772887873263
12087	MESH:D013274	3117	0	0.15157134339536069
4652	MESH:D009103	6401	1	0.15156228851314354
6221	MESH:D009765	6775	1	0.15155506773651642
14154	MESH:D011471	3991	0	0.1515479748683172
6693	MESH:D008105	4318	1	0.15153209258098935
104	MESH:D019337	1269	1	0.1515152816367876
490	MESH:D019337	53942	1	0.1515111734870721
7914	MESH:D001714	6285	1	0.15149600575269512
5672	MESH:D017202	3158	1	0.15147347177536233
13808	MESH:D000740	84639	0	0.151465268204707
15083	MESH:D011471	3371	0	0.15146112310127438
11137	MESH:D054990	2355	1	0.15146073886534991
1115	MESH:D001859	4313	1	0.15144134952923666
14933	MESH:D011471	2826	0	0.15143319988864518
15891	MESH:D003922	1268	0	0.1514210988165124
16763	MESH:D008113	348	0	0.15140599268863994
2437	MESH:D012468	284058	1	0.1514036045689236
16505	MESH:D011471	602	0	0.15138661137408427
15726	MESH:D001859	60468	0	0.15137554456269284
11631	MESH:D000740	2993	1	0.15136380726849102
18675	MESH:D003924	495	0	0.15132048889129404
7246	MESH:D012559	5243	1	0.15129551502700733
20111	MESH:D050197	3159	0	0.15126830875437927
17094	MESH:D005910	51422	0	0.1512665594236378
5234	MESH:D003922	723961	1	0.15126611521726546
15421	MESH:D008545	4082	0	0.15124685297856766
15702	MESH:D010300	117159	0	0.15124039507609086
20029	MESH:D050197	3439	0	0.15124014869735464
19636	MESH:D029424	627	0	0.15121009553713755
15789	MESH:D001943	4001	0	0.1512078434106475
19605	MESH:D009765	6279	0	0.15119875355814652
2667	MESH:D011471	4883	1	0.15116812525149692
8289	MESH:D006973	1395	1	0.1511576398335513
21300	MESH:D007680	169792	0	0.15115555070725856
4211	MESH:D008545	8028	1	0.15115500812485275
76	MESH:D019337	944	1	0.15115018848362438
8485	MESH:D006973	5144	1	0.15114048454698786
1153	MESH:D001859	58492	1	0.15112641673596253
3104	MESH:D013274	4661	1	0.1511243296962364
19603	MESH:D000506	5728	0	0.1511200255847471
19879	MESH:D001943	2006	0	0.15110869784824113
17042	MESH:D001172	2246	0	0.1511015084904372
19625	MESH:D004827	1269	0	0.15105408115646446
21735	MESH:D003922	8795	0	0.1510435180061966
14852	MESH:D001943	1401	0	0.1510321896739375
21178	MESH:D008105	6663	0	0.15102619371650924
16371	MESH:D007680	4843	0	0.15101431550103056
11717	MESH:D000740	6947	1	0.15101124693270612
8830	MESH:D005901	1029	1	0.1510006358099724
7821	MESH:D003876	5017	1	0.15099897719720395
17682	MESH:D012878	3162	0	0.1509646060102661
15248	MESH:D000310	4902	0	0.1509592007185083
6617	MESH:D012030	22909	1	0.15094938585698955
2262	MESH:D004938	7001	1	0.1509450194197422
8134	MESH:D011085	55165	1	0.15092987460723567
12831	MESH:D008180	7080	0	0.15089878454174574
15671	MESH:D019337	6296	0	0.15089851525827305
12020	MESH:D019337	6296	0	0.15089851525827305
1844	MESH:D001943	100506658	1	0.15089168303523054
20526	MESH:D011085	217	0	0.15088783073610107
3265	MESH:D013274	84790	1	0.1508841255588561
5724	MESH:D017202	3990	1	0.1508805943732926
13616	MESH:D001943	326	0	0.1508517860851637
13805	MESH:D008113	5649	0	0.15083640845883592
17370	MESH:D004827	5367	0	0.15083553668333596
19817	MESH:D010195	4319	0	0.15083185349986494
10068	MESH:D004827	5243	1	0.15081949789349405
3373	MESH:D001749	9759	1	0.15080556579694038
18799	MESH:D005910	2081	0	0.1508043457364602
1298	MESH:D010051	79156	1	0.15078522944100836
20676	MESH:D007680	973	0	0.15077222084898892
15433	MESH:D001943	51738	0	0.15077102240475648
13391	MESH:D019337	51114	0	0.15075343142284567
20144	MESH:D010195	1493	0	0.15074606311196334
16512	MESH:D010195	1493	0	0.15074606311196334
13157	MESH:D004938	5155	0	0.15074439721381844
20751	MESH:D011471	972	0	0.15072489283885898
15665	MESH:D019337	10990	0	0.15072475284568515
7987	MESH:D013167	118429	1	0.1507022656398014
8294	MESH:D006973	1524	1	0.15070188233711207
14416	MESH:D013274	824	0	0.1506867848167839
10391	MESH:D029424	6775	1	0.15068387599147426
2242	MESH:D004938	5144	1	0.15067787810921848
6814	MESH:D008268	59338	1	0.15067429150641676
21550	MESH:D029424	26585	0	0.1506702358987579
6661	MESH:D008105	941	1	0.15066735848077786
18673	MESH:D010300	759	0	0.15065503231941182
130	MESH:D019337	1879	1	0.1506194769727612
16383	MESH:D017202	26119	0	0.15060132792143946
1905	MESH:D005910	3075	1	0.1506005993920275
10144	MESH:D004827	7355	1	0.15057742919732028
11221	MESH:D017545	7046	1	0.15057211902674392
7083	MESH:D001249	7412	1	0.15056787383694695
194	MESH:D019337	3309	1	0.1505614691204
14792	MESH:D029424	8839	0	0.15055843690279355
21758	MESH:D005706	2555	0	0.15055740546893542
6253	MESH:D009765	8856	1	0.15055119240592865
20003	MESH:D019337	6352	0	0.15053646084738692
21076	MESH:D019337	6352	0	0.15053646084738692
1118	MESH:D001859	5328	1	0.15053167835033798
13873	MESH:D053040	1742	0	0.15051820429195165
7433	MESH:D000544	581	1	0.15049007330084593
10023	MESH:D004827	3756	1	0.15047225768262446
17057	MESH:D011471	1401	0	0.15044766315838873
16752	MESH:D012468	10159	0	0.1504422778776853
614	MESH:D001932	7409	1	0.15044180061211027
18758	MESH:D011471	56606	0	0.15042373502597414
19614	MESH:D003093	1019	0	0.1503932220238964
9496	MESH:D005922	4121	1	0.15036656414350846
21285	MESH:D006509	7490	0	0.15036241428122307
5768	MESH:D017202	5139	1	0.1503532101080206
2432	MESH:D012468	93986	1	0.15034184472483925
15425	MESH:D008180	2879	0	0.15032511870640228
2066	MESH:D014594	4437	1	0.15032381987738808
8644	MESH:D006973	29124	1	0.1503166058606645
917	MESH:D010190	2664	1	0.15031532726694086
14446	MESH:D019337	5803	0	0.15031279532846953
13399	MESH:D003093	79944	0	0.1503086770682942
21606	MESH:D003093	2805	0	0.15030710558460492
14781	MESH:D010300	55851	0	0.15027525786625387
17270	MESH:D010051	920	0	0.15026281619075338
5114	MESH:D003922	868	1	0.15026106846705764
1452	MESH:D001943	2335	1	0.15022856064058565
16348	MESH:D006973	567	0	0.15019542962146276
19673	MESH:D004827	2173	0	0.15019208848765175
7485	MESH:D000544	3162	1	0.15018147019091446
12732	MESH:D005922	3872	0	0.15016452770693364
2980	MESH:D013274	196	1	0.1501545574516978
2641	MESH:D011471	4282	1	0.15012463477652346
15540	MESH:D001943	1803	0	0.1501128322269802
7554	MESH:D000544	7040	1	0.15010153651685482
4334	MESH:D013736	5307	1	0.15009436329961065
19387	MESH:D009765	54472	0	0.1500535696944532
2386	MESH:D012468	9863	1	0.15004942378585082
8334	MESH:D006973	2160	1	0.15004173636904913
7341	MESH:D012559	64919	1	0.15004051072066532
5126	MESH:D003922	1356	1	0.15002726620601822
5614	MESH:D017202	2034	1	0.15002601018011222
13772	MESH:D011085	8525	0	0.15001278919309158
1630	MESH:D001943	6336	1	0.15001150292315954
14777	MESH:D011471	7846	0	0.14999973707822462
4264	MESH:D008545	30062	1	0.14999587980647547
13879	MESH:D050197	116442	0	0.14998552878085208
12595	MESH:D001943	2010	0	0.14996360761618713
8329	MESH:D006973	2147	1	0.14991971037158533
433	MESH:D019337	10077	1	0.14990664682748642
13216	MESH:D010024	10911	0	0.14990085293046188
16881	MESH:D050197	5625	0	0.1498890532125074
15416	MESH:D019337	2859	0	0.1498808608074823
20128	MESH:D003876	672	0	0.14987655266419775
1108	MESH:D001859	3725	1	0.1498726045326249
20661	MESH:D029424	2214	0	0.14987003626845768
5791	MESH:D017202	5350	1	0.1498698066705845
21628	MESH:D008113	3605	0	0.14985700466390078
4731	MESH:D003924	467	1	0.14982786093127504
2851	MESH:D011471	10587	1	0.14979121380553545
5530	MESH:D017202	345	1	0.14978566267476054
4579	MESH:D009103	965	1	0.14978534457746992
22058	MESH:D010195	3709	0	0.1497852620298228
8092	MESH:D011085	7328	1	0.14976518331605568
3551	MESH:D008113	4891	1	0.14976427142998675
2705	MESH:D011471	5621	1	0.14976112466017388
8074	MESH:D011085	6337	1	0.14974706809810598
19914	MESH:D001172	2950	0	0.14973820016755346
17916	MESH:D008113	63036	0	0.14973587773449729
13163	MESH:D054990	6623	0	0.14971727441766575
13493	MESH:D014820	965	0	0.14970931342379826
7457	MESH:D000544	1508	1	0.14970728165959024
11414	MESH:D010518	4261	1	0.14970474049651036
9077	MESH:D050197	337	1	0.14970260110361333
20599	MESH:D005910	7252	0	0.1496776575505376
4766	MESH:D003924	1672	1	0.14966991077362174
12077	MESH:D008180	3161	0	0.14966239825888905
21298	MESH:D005922	6582	0	0.1496411307035692
137	MESH:D019337	2078	1	0.14958233555346004
19819	MESH:D011471	2833	0	0.1495785023649909
3630	MESH:D008113	192286	1	0.14956838391830007
13165	MESH:D007680	27306	0	0.14955579346532685
10596	MESH:D015433	213	1	0.14954923156256586
8214	MESH:D006973	217	1	0.14952997633142034
2284	MESH:D004938	9844	1	0.14952694157262092
10263	MESH:D004827	348980	1	0.14951559264023898
