Unnamed: 0	disease	gene	class	dummy_score
9702	MESH:D005922	23405	1	0
9703	MESH:D005922	23463	1	0
9704	MESH:D005922	23471	1	0
9705	MESH:D005922	23484	1	1
9706	MESH:D005922	23530	1	0
9707	MESH:D005922	23531	1	1
9708	MESH:D005922	23603	1	0
9709	MESH:D005922	23683	1	0
9710	MESH:D005922	24137	1	0
9711	MESH:D005922	25816	1	1
9712	MESH:D005922	25939	1	1
9713	MESH:D005922	25978	1	1
9714	MESH:D005922	25994	1	0
9715	MESH:D005922	26031	1	1
9716	MESH:D005922	26135	1	0
9717	MESH:D005922	26191	1	1
9718	MESH:D005922	26235	1	1
9719	MESH:D005922	27242	1	0
9720	MESH:D005922	27299	1	0
9721	MESH:D005922	28966	1	1
9722	MESH:D005922	29015	1	0
9723	MESH:D005922	29028	1	1
9724	MESH:D005922	29071	1	1
9725	MESH:D005922	29127	1	0
9726	MESH:D005922	29887	1	1
9727	MESH:D005922	29929	1	0
9728	MESH:D005922	29957	1	1
9729	MESH:D005922	30001	1	1
9730	MESH:D005922	51133	1	1
9731	MESH:D005922	51167	1	1
9732	MESH:D005922	51203	1	0
9733	MESH:D005922	51290	1	1
9734	MESH:D005922	51311	1	1
9735	MESH:D005922	51313	1	1
9736	MESH:D005922	51338	1	0
9737	MESH:D005922	51368	1	0
9738	MESH:D005922	51379	1	0
9739	MESH:D005922	51435	1	1
9740	MESH:D005922	51444	1	0
9741	MESH:D005922	51514	1	0
9742	MESH:D005922	51571	1	0
9743	MESH:D005922	51582	1	1
9744	MESH:D005922	51714	1	0
9745	MESH:D005922	51719	1	0
9746	MESH:D005922	51727	1	0
9747	MESH:D005922	51762	1	1
9748	MESH:D005922	51809	1	1
9749	MESH:D005922	54107	1	1
9750	MESH:D005922	54149	1	0
9751	MESH:D005922	54407	1	0
9752	MESH:D005922	54431	1	0
9753	MESH:D005922	54478	1	0
9754	MESH:D005922	54491	1	0
9755	MESH:D005922	54716	1	0
9756	MESH:D005922	54877	1	0
9757	MESH:D005922	54928	1	1
9758	MESH:D005922	54969	1	1
9759	MESH:D005922	55010	1	0
9760	MESH:D005922	55156	1	1
9761	MESH:D005922	55159	1	0
9762	MESH:D005922	55165	1	1
9763	MESH:D005922	55197	1	0
9764	MESH:D005922	55198	1	0
9765	MESH:D005922	55215	1	0
9766	MESH:D005922	55247	1	0
9767	MESH:D005922	55273	1	0
9768	MESH:D005922	55355	1	0
9769	MESH:D005922	55379	1	0
9770	MESH:D005922	55435	1	1
9771	MESH:D005922	55500	1	0
9772	MESH:D005922	55619	1	1
9773	MESH:D005922	55699	1	1
9774	MESH:D005922	55706	1	0
9775	MESH:D005922	55740	1	0
9776	MESH:D005922	55754	1	1
9777	MESH:D005922	55839	1	1
9778	MESH:D005922	55872	1	1
9779	MESH:D005922	55916	1	0
9780	MESH:D005922	55970	1	0
9781	MESH:D005922	56833	1	1
9782	MESH:D005922	56913	1	0
9783	MESH:D005922	56938	1	0
9784	MESH:D005922	56992	1	0
9785	MESH:D005922	57018	1	1
9786	MESH:D005922	57103	1	1
9787	MESH:D005922	57405	1	0
9788	MESH:D005922	58504	1	1
9789	MESH:D005922	60343	1	0
9790	MESH:D005922	63933	1	1
9791	MESH:D005922	64092	1	1
9792	MESH:D005922	64116	1	0
9793	MESH:D005922	64127	1	1
9794	MESH:D005922	64151	1	1
9795	MESH:D005922	64170	1	0
9796	MESH:D005922	64231	1	1
9797	MESH:D005922	64747	1	0
9798	MESH:D005922	64844	1	0
9799	MESH:D005922	64866	1	1
9800	MESH:D005922	64924	1	1
9801	MESH:D005922	65084	1	0
9802	MESH:D005922	79017	1	0
9803	MESH:D005922	79071	1	1
9804	MESH:D005922	79157	1	1
9805	MESH:D005922	79624	1	1
9806	MESH:D005922	79647	1	1
9807	MESH:D005922	79666	1	0
9808	MESH:D005922	79718	1	1
9809	MESH:D005922	80183	1	0
9810	MESH:D005922	80896	1	1
9811	MESH:D005922	81533	1	0
9812	MESH:D005922	81537	1	0
9813	MESH:D005922	81542	1	0
9814	MESH:D005922	81553	1	0
9815	MESH:D005922	81555	1	1
9816	MESH:D005922	81578	1	0
9817	MESH:D005922	81671	1	0
9818	MESH:D005922	81930	1	1
9819	MESH:D005922	83737	1	0
9820	MESH:D005922	92342	1	0
9821	MESH:D005922	114548	1	1
9822	MESH:D005922	114885	1	0
9823	MESH:D005922	117178	1	0
9824	MESH:D005922	133619	1	0
9825	MESH:D005922	253943	1	1
9826	MESH:D005922	259266	1	0
9827	MESH:D005922	729230	1	0
9828	MESH:D007562	1509	1	1
9829	MESH:D007562	3119	1	0
9830	MESH:D007562	4862	1	0
9831	MESH:D007562	5621	1	0
9832	MESH:D007562	7534	1	1
9833	MESH:D007562	9108	1	0
9834	MESH:D007562	23627	1	1
9835	MESH:D053713	266	1	1
9836	MESH:D053713	268	1	0
9837	MESH:D053713	367	1	1
9838	MESH:D053713	596	1	1
9839	MESH:D053713	1080	1	0
9840	MESH:D053713	1617	1	0
9841	MESH:D053713	2492	1	1
9842	MESH:D053713	5619	1	0
9843	MESH:D053713	5620	1	1
9844	MESH:D053713	5940	1	0
9845	MESH:D053713	6660	1	1
9846	MESH:D053713	7142	1	0
9847	MESH:D053713	7544	1	1
9848	MESH:D053713	8287	1	1
9849	MESH:D053713	8468	1	0
9850	MESH:D053713	8653	1	0
9851	MESH:D053713	9085	1	0
9852	MESH:D053713	9086	1	1
9853	MESH:D053713	9426	1	0
9854	MESH:D053713	9651	1	1
9855	MESH:D053713	29118	1	1
9856	MESH:D053713	50511	1	1
9857	MESH:D053713	54964	1	0
9858	MESH:D053713	55170	1	0
9859	MESH:D053713	56979	1	0
9860	MESH:D053713	57054	1	1
9861	MESH:D053713	57055	1	0
9862	MESH:D053713	64184	1	1
9863	MESH:D053713	66037	1	0
9864	MESH:D053713	83844	1	0
9865	MESH:D053713	86614	1	0
9866	MESH:D053713	158983	1	0
9867	MESH:D053713	253175	1	1
9868	MESH:D053713	254428	1	0
9869	MESH:D004827	18	1	1
9870	MESH:D004827	60	1	0
9871	MESH:D004827	102	1	1
9872	MESH:D004827	118	1	1
9873	MESH:D004827	132	1	0
9874	MESH:D004827	150	1	0
9875	MESH:D004827	158	1	1
9876	MESH:D004827	183	1	1
9877	MESH:D004827	197	1	1
9878	MESH:D004827	199	1	0
9879	MESH:D004827	207	1	0
9880	MESH:D004827	210	1	1
9881	MESH:D004827	213	1	1
9882	MESH:D004827	288	1	0
9883	MESH:D004827	328	1	0
9884	MESH:D004827	347	1	1
9885	MESH:D004827	348	1	0
9886	MESH:D004827	358	1	0
9887	MESH:D004827	361	1	1
9888	MESH:D004827	427	1	1
9889	MESH:D004827	429	1	0
9890	MESH:D004827	471	1	1
9891	MESH:D004827	472	1	1
9892	MESH:D004827	488	1	0
9893	MESH:D004827	501	1	1
9894	MESH:D004827	551	1	0
9895	MESH:D004827	590	1	1
9896	MESH:D004827	596	1	1
9897	MESH:D004827	623	1	0
9898	MESH:D004827	624	1	0
9899	MESH:D004827	627	1	1
9900	MESH:D004827	652	1	0
9901	MESH:D004827	762	1	1
9902	MESH:D004827	773	1	0
9903	MESH:D004827	776	1	0
9904	MESH:D004827	785	1	0
9905	MESH:D004827	793	1	1
9906	MESH:D004827	794	1	1
9907	MESH:D004827	823	1	0
9908	MESH:D004827	834	1	0
9909	MESH:D004827	835	1	0
9910	MESH:D004827	836	1	1
9911	MESH:D004827	839	1	1
9912	MESH:D004827	841	1	0
9913	MESH:D004827	847	1	1
9914	MESH:D004827	950	1	1
9915	MESH:D004827	958	1	1
9916	MESH:D004827	998	1	0
9917	MESH:D004827	1000	1	0
9918	MESH:D004827	1106	1	0
9919	MESH:D004827	1128	1	1
9920	MESH:D004827	1129	1	0
9921	MESH:D004827	1131	1	0
9922	MESH:D004827	1135	1	1
9923	MESH:D004827	1137	1	1
9924	MESH:D004827	1139	1	0
9925	MESH:D004827	1141	1	0
9926	MESH:D004827	1181	1	1
9927	MESH:D004827	1185	1	1
9928	MESH:D004827	1200	1	0
9929	MESH:D004827	1203	1	0
9930	MESH:D004827	1232	1	1
9931	MESH:D004827	1234	1	1
9932	MESH:D004827	1236	1	0
9933	MESH:D004827	1237	1	0
9934	MESH:D004827	1244	1	1
9935	MESH:D004827	1268	1	1
9936	MESH:D004827	1392	1	0
9937	MESH:D004827	1393	1	1
9938	MESH:D004827	1401	1	1
9939	MESH:D004827	1476	1	1
9940	MESH:D004827	1524	1	1
9941	MESH:D004827	1557	1	0
9942	MESH:D004827	1565	1	0
9943	MESH:D004827	1583	1	1
9944	MESH:D004827	1600	1	1
9945	MESH:D004827	1641	1	1
9946	MESH:D004827	1742	1	1
9947	MESH:D004827	1756	1	0
9948	MESH:D004827	1822	1	0
9949	MESH:D004827	1839	1	0
9950	MESH:D004827	1843	1	1
9951	MESH:D004827	1846	1	1
9952	MESH:D004827	1847	1	1
9953	MESH:D004827	1848	1	0
9954	MESH:D004827	1965	1	1
9955	MESH:D004827	1996	1	1
9956	MESH:D004827	2009	1	1
9957	MESH:D004827	2055	1	1
9958	MESH:D004827	2056	1	0
9959	MESH:D004827	2081	1	1
9960	MESH:D004827	2185	1	0
9961	MESH:D004827	2247	1	1
9962	MESH:D004827	2316	1	0
9963	MESH:D004827	2348	1	1
9964	MESH:D004827	2353	1	1
9965	MESH:D004827	2354	1	1
9966	MESH:D004827	2475	1	1
9967	MESH:D004827	2534	1	1
9968	MESH:D004827	2550	1	0
9969	MESH:D004827	2554	1	0
9970	MESH:D004827	2558	1	1
9971	MESH:D004827	2561	1	0
9972	MESH:D004827	2562	1	1
9973	MESH:D004827	2563	1	0
9974	MESH:D004827	2566	1	1
9975	MESH:D004827	2571	1	0
9976	MESH:D004827	2572	1	1
9977	MESH:D004827	2593	1	1
9978	MESH:D004827	2596	1	0
9979	MESH:D004827	2632	1	0
9980	MESH:D004827	2668	1	1
9981	MESH:D004827	2670	1	0
9982	MESH:D004827	2746	1	0
9983	MESH:D004827	2752	1	0
9984	MESH:D004827	2775	1	0
9985	MESH:D004827	2826	1	1
9986	MESH:D004827	2876	1	0
9987	MESH:D004827	2890	1	0
9988	MESH:D004827	2891	1	1
9989	MESH:D004827	2893	1	0
9990	MESH:D004827	2897	1	0
9991	MESH:D004827	2898	1	1
9992	MESH:D004827	2901	1	1
9993	MESH:D004827	2903	1	1
9994	MESH:D004827	2904	1	0
9995	MESH:D004827	2908	1	0
9996	MESH:D004827	2911	1	1
9997	MESH:D004827	2912	1	0
9998	MESH:D004827	2913	1	1
9999	MESH:D004827	2914	1	0
10000	MESH:D004827	2915	1	0
10001	MESH:D004827	2918	1	1
10002	MESH:D004827	2920	1	1
10003	MESH:D004827	3014	1	1
10004	MESH:D004827	3162	1	1
10005	MESH:D004827	3280	1	0
10006	MESH:D004827	3295	1	1
10007	MESH:D004827	3315	1	1
10008	MESH:D004827	3356	1	1
10009	MESH:D004827	3363	1	0
10010	MESH:D004827	3553	1	0
10011	MESH:D004827	3557	1	1
10012	MESH:D004827	3572	1	0
10013	MESH:D004827	3606	1	1
10014	MESH:D004827	3611	1	0
10015	MESH:D004827	3673	1	1
10016	MESH:D004827	3725	1	1
10017	MESH:D004827	3726	1	1
10018	MESH:D004827	3727	1	0
10019	MESH:D004827	3745	1	1
10020	MESH:D004827	3746	1	0
10021	MESH:D004827	3749	1	0
10022	MESH:D004827	3751	1	1
10023	MESH:D004827	3756	1	0
10024	MESH:D004827	3766	1	1
10025	MESH:D004827	3767	1	0
10026	MESH:D004827	3777	1	0
10027	MESH:D004827	3778	1	1
10028	MESH:D004827	3785	1	1
10029	MESH:D004827	3786	1	1
10030	MESH:D004827	3791	1	0
10031	MESH:D004827	3920	1	1
10032	MESH:D004827	4133	1	0
10033	MESH:D004827	4155	1	0
10034	MESH:D004827	4200	1	1
10035	MESH:D004827	4204	1	0
10036	MESH:D004827	4208	1	1
10037	MESH:D004827	4282	1	1
10038	MESH:D004827	4317	1	0
10039	MESH:D004827	4318	1	0
10040	MESH:D004827	4514	1	0
10041	MESH:D004827	4668	1	1
10042	MESH:D004827	4758	1	0
10043	MESH:D004827	4771	1	0
10044	MESH:D004827	4803	1	1
10045	MESH:D004827	4826	1	1
10046	MESH:D004827	4842	1	1
10047	MESH:D004827	4843	1	0
10048	MESH:D004827	4852	1	1
10049	MESH:D004827	4885	1	1
10050	MESH:D004827	4887	1	1
10051	MESH:D004827	4905	1	1
10052	MESH:D004827	4907	1	0
10053	MESH:D004827	4908	1	1
10054	MESH:D004827	4915	1	0
10055	MESH:D004827	4916	1	0
10056	MESH:D004827	4968	1	1
10057	MESH:D004827	4985	1	1
10058	MESH:D004827	4988	1	1
10059	MESH:D004827	5020	1	0
10060	MESH:D004827	5025	1	0
10061	MESH:D004827	5027	1	0
10062	MESH:D004827	5048	1	0
10063	MESH:D004827	5071	1	0
10064	MESH:D004827	5099	1	1
10065	MESH:D004827	5173	1	0
10066	MESH:D004827	5211	1	1
10067	MESH:D004827	5228	1	0
10068	MESH:D004827	5243	1	1
10069	MESH:D004827	5274	1	0
10070	MESH:D004827	5277	1	1
10071	MESH:D004827	5327	1	1
10072	MESH:D004827	5328	1	1
10073	MESH:D004827	5329	1	0
10074	MESH:D004827	5376	1	1
10075	MESH:D004827	5428	1	1
10076	MESH:D004827	5443	1	0
10077	MESH:D004827	5478	1	0
10078	MESH:D004827	5507	1	1
10079	MESH:D004827	5579	1	1
10080	MESH:D004827	5602	1	1
10081	MESH:D004827	5610	1	1
10082	MESH:D004827	5621	1	1
10083	MESH:D004827	5629	1	1
10084	MESH:D004827	5649	1	0
10085	MESH:D004827	5743	1	1
10086	MESH:D004827	5803	1	0
10087	MESH:D004827	5816	1	1
10088	MESH:D004827	5859	1	0
10089	MESH:D004827	5860	1	0
10090	MESH:D004827	5970	1	1
10091	MESH:D004827	5979	1	0
10092	MESH:D004827	6046	1	1
10093	MESH:D004827	6285	1	1
10094	MESH:D004827	6323	1	0
10095	MESH:D004827	6324	1	1
10096	MESH:D004827	6326	1	0
10097	MESH:D004827	6328	1	1
10098	MESH:D004827	6329	1	1
10099	MESH:D004827	6334	1	0
10100	MESH:D004827	6335	1	0
10101	MESH:D004827	6347	1	0
10102	MESH:D004827	6348	1	0
10103	MESH:D004827	6376	1	1
10104	MESH:D004827	6387	1	0
10105	MESH:D004827	6415	1	1
10106	MESH:D004827	6487	1	0
10107	MESH:D004827	6496	1	1
10108	MESH:D004827	6505	1	1
10109	MESH:D004827	6506	1	1
10110	MESH:D004827	6507	1	1
10111	MESH:D004827	6513	1	0
10112	MESH:D004827	6529	1	1
10113	MESH:D004827	6532	1	1
10114	MESH:D004827	6535	1	1
10115	MESH:D004827	6543	1	1
10116	MESH:D004827	6546	1	1
10117	MESH:D004827	6547	1	1
10118	MESH:D004827	6558	1	1
10119	MESH:D004827	6579	1	1
10120	MESH:D004827	6635	1	1
10121	MESH:D004827	6640	1	1
10122	MESH:D004827	6709	1	0
10123	MESH:D004827	6714	1	0
10124	MESH:D004827	6750	1	1
10125	MESH:D004827	6751	1	0
10126	MESH:D004827	6752	1	0
10127	MESH:D004827	6753	1	0
10128	MESH:D004827	6754	1	1
10129	MESH:D004827	6755	1	0
10130	MESH:D004827	6792	1	0
10131	MESH:D004827	6812	1	1
10132	MESH:D004827	6853	1	1
10133	MESH:D004827	6900	1	0
10134	MESH:D004827	6925	1	0
10135	MESH:D004827	7010	1	1
10136	MESH:D004827	7019	1	0
10137	MESH:D004827	7054	1	0
10138	MESH:D004827	7124	1	0
10139	MESH:D004827	7248	1	1
10140	MESH:D004827	7249	1	0
10141	MESH:D004827	7296	1	0
10142	MESH:D004827	7301	1	0
10143	MESH:D004827	7337	1	0
10144	MESH:D004827	7355	1	1
10145	MESH:D004827	7416	1	0
10146	MESH:D004827	7417	1	1
10147	MESH:D004827	7421	1	1
10148	MESH:D004827	7422	1	1
10149	MESH:D004827	7442	1	1
10150	MESH:D004827	7453	1	0
10151	MESH:D004827	7534	1	1
10152	MESH:D004827	7957	1	1
10153	MESH:D004827	8404	1	0
10154	MESH:D004827	8514	1	0
10155	MESH:D004827	8566	1	1
10156	MESH:D004827	8629	1	1
10157	MESH:D004827	8645	1	1
10158	MESH:D004827	8678	1	1
10159	MESH:D004827	8754	1	0
10160	MESH:D004827	8831	1	0
10161	MESH:D004827	8869	1	0
10162	MESH:D004827	8893	1	0
10163	MESH:D004827	8912	1	1
10164	MESH:D004827	8913	1	1
10165	MESH:D004827	9021	1	1
10166	MESH:D004827	9132	1	0
10167	MESH:D004827	9211	1	1
10168	MESH:D004827	9254	1	1
10169	MESH:D004827	9353	1	1
10170	MESH:D004827	9429	1	0
10171	MESH:D004827	9451	1	1
10172	MESH:D004827	9570	1	1
10173	MESH:D004827	9681	1	0
10174	MESH:D004827	9697	1	1
10175	MESH:D004827	9839	1	1
10176	MESH:D004827	9852	1	1
10177	MESH:D004827	9900	1	0
10178	MESH:D004827	10000	1	1
10179	MESH:D004827	10159	1	0
10180	MESH:D004827	10368	1	1
10181	MESH:D004827	10369	1	1
10182	MESH:D004827	10479	1	0
10183	MESH:D004827	10617	1	1
10184	MESH:D004827	10656	1	0
10185	MESH:D004827	10715	1	1
10186	MESH:D004827	10763	1	0
10187	MESH:D004827	10803	1	0
10188	MESH:D004827	10804	1	0
10189	MESH:D004827	10898	1	0
10190	MESH:D004827	10900	1	1
10191	MESH:D004827	10939	1	1
10192	MESH:D004827	11108	1	1
10193	MESH:D004827	11161	1	1
10194	MESH:D004827	11255	1	1
10195	MESH:D004827	11284	1	1
10196	MESH:D004827	22953	1	0
10197	MESH:D004827	23229	1	0
10198	MESH:D004827	23230	1	1
10199	MESH:D004827	23236	1	0
10200	MESH:D004827	23271	1	0
10201	MESH:D004827	23411	1	0
10202	MESH:D004827	23443	1	1
10203	MESH:D004827	23556	1	1
10204	MESH:D004827	23583	1	1
10205	MESH:D004827	25953	1	1
10206	MESH:D004827	25977	1	1
10207	MESH:D004827	26047	1	0
10208	MESH:D004827	26053	1	0
10209	MESH:D004827	26278	1	1
10210	MESH:D004827	26610	1	0
10211	MESH:D004827	27012	1	0
10212	MESH:D004827	27286	1	0
10213	MESH:D004827	27429	1	0
10214	MESH:D004827	50618	1	1
10215	MESH:D004827	51083	1	0
10216	MESH:D004827	51114	1	1
10217	MESH:D004827	51124	1	1
10218	MESH:D004827	51305	1	1
10219	MESH:D004827	51341	1	1
10220	MESH:D004827	51554	1	1
10221	MESH:D004827	51604	1	1
10222	MESH:D004827	51629	1	1
10223	MESH:D004827	51733	1	0
10224	MESH:D004827	53944	1	1
10225	MESH:D004827	54982	1	1
10226	MESH:D004827	55163	1	1
10227	MESH:D004827	55203	1	0
10228	MESH:D004827	55227	1	1
10229	MESH:D004827	55275	1	1
10230	MESH:D004827	56978	1	1
10231	MESH:D004827	57030	1	0
10232	MESH:D004827	57094	1	0
10233	MESH:D004827	57282	1	0
10234	MESH:D004827	57465	1	0
10235	MESH:D004827	57468	1	0
10236	MESH:D004827	57526	1	1
10237	MESH:D004827	57575	1	0
10238	MESH:D004827	57582	1	0
10239	MESH:D004827	79641	1	0
10240	MESH:D004827	79751	1	1
10241	MESH:D004827	79753	1	1
10242	MESH:D004827	79944	1	1
10243	MESH:D004827	81570	1	0
10244	MESH:D004827	81614	1	0
10245	MESH:D004827	84188	1	1
10246	MESH:D004827	84239	1	1
10247	MESH:D004827	84295	1	1
10248	MESH:D004827	84942	1	0
10249	MESH:D004827	85440	1	1
10250	MESH:D004827	112476	1	0
10251	MESH:D004827	112755	1	0
10252	MESH:D004827	114327	1	0
10253	MESH:D004827	114771	1	1
10254	MESH:D004827	116442	1	1
10255	MESH:D004827	144165	1	1
10256	MESH:D004827	151295	1	1
10257	MESH:D004827	161357	1	0
10258	MESH:D004827	163175	1	1
10259	MESH:D004827	166336	1	0
10260	MESH:D004827	170302	1	0
10261	MESH:D004827	221927	1	1
10262	MESH:D004827	256471	1	0
10263	MESH:D004827	348980	1	1
10264	MESH:D004827	377677	1	0
10265	MESH:D004827	378884	1	1
10266	MESH:D004827	388372	1	0
10267	MESH:D004827	729230	1	1
10268	MESH:D006509	213	1	0
10269	MESH:D006509	231	1	1
10270	MESH:D006509	249	1	0
10271	MESH:D006509	250	1	0
10272	MESH:D006509	251	1	1
10273	MESH:D006509	355	1	1
10274	MESH:D006509	356	1	1
10275	MESH:D006509	920	1	1
10276	MESH:D006509	925	1	1
10277	MESH:D006509	929	1	0
10278	MESH:D006509	959	1	1
10279	MESH:D006509	1026	1	1
10280	MESH:D006509	1029	1	0
10281	MESH:D006509	1234	1	0
10282	MESH:D006509	1499	1	1
10283	MESH:D006509	1548	1	1
10284	MESH:D006509	1642	1	1
10285	MESH:D006509	2091	1	1
10286	MESH:D006509	2147	1	0
10287	MESH:D006509	2678	1	1
10288	MESH:D006509	2805	1	1
10289	MESH:D006509	2806	1	1
10290	MESH:D006509	3046	1	1
10291	MESH:D006509	3105	1	1
10292	MESH:D006509	3113	1	0
10293	MESH:D006509	3115	1	0
10294	MESH:D006509	3123	1	1
10295	MESH:D006509	3172	1	1
10296	MESH:D006509	3240	1	1
10297	MESH:D006509	3309	1	1
10298	MESH:D006509	3439	1	1
10299	MESH:D006509	3440	1	1
10300	MESH:D006509	3455	1	0
10301	MESH:D006509	3456	1	1
10302	MESH:D006509	3458	1	0
10303	MESH:D006509	3459	1	1
10304	MESH:D006509	3558	1	0
10305	MESH:D006509	3569	1	1
10306	MESH:D006509	3586	1	1
10307	MESH:D006509	3588	1	1
10308	MESH:D006509	3606	1	1
10309	MESH:D006509	3627	1	0
10310	MESH:D006509	3756	1	0
10311	MESH:D006509	4015	1	0
10312	MESH:D006509	4017	1	1
10313	MESH:D006509	4282	1	1
10314	MESH:D006509	4599	1	0
10315	MESH:D006509	4790	1	0
10316	MESH:D006509	4843	1	1
10317	MESH:D006509	4924	1	0
10318	MESH:D006509	5133	1	1
10319	MESH:D006509	5728	1	1
10320	MESH:D006509	5757	1	1
10321	MESH:D006509	6014	1	1
10322	MESH:D006509	6295	1	0
10323	MESH:D006509	7040	1	0
10324	MESH:D006509	7097	1	0
10325	MESH:D006509	7099	1	0
10326	MESH:D006509	7124	1	0
10327	MESH:D006509	7157	1	0
10328	MESH:D006509	7332	1	1
10329	MESH:D006509	8431	1	0
10330	MESH:D006509	10542	1	1
10331	MESH:D006509	29126	1	0
10332	MESH:D006509	60489	1	1
10333	MESH:D006509	375611	1	0
10334	MESH:D006509	645832	1	0
10335	MESH:D006509	728441	1	0
10336	MESH:D029424	154	1	1
10337	MESH:D029424	213	1	1
10338	MESH:D029424	311	1	0
10339	MESH:D029424	501	1	1
10340	MESH:D029424	925	1	1
10341	MESH:D029424	1136	1	1
10342	MESH:D029424	1138	1	0
10343	MESH:D029424	1401	1	1
10344	MESH:D029424	1490	1	1
10345	MESH:D029424	1543	1	1
10346	MESH:D029424	1544	1	1
10347	MESH:D029424	1636	1	1
10348	MESH:D029424	1906	1	1
10349	MESH:D029424	1956	1	0
10350	MESH:D029424	1991	1	0
10351	MESH:D029424	1992	1	0
10352	MESH:D029424	2006	1	1
10353	MESH:D029424	2052	1	1
10354	MESH:D029424	2065	1	0
10355	MESH:D029424	2638	1	1
10356	MESH:D029424	2729	1	0
10357	MESH:D029424	2944	1	1
10358	MESH:D029424	2950	1	1
10359	MESH:D029424	2952	1	1
10360	MESH:D029424	3066	1	0
10361	MESH:D029424	3162	1	1
10362	MESH:D029424	3356	1	0
10363	MESH:D029424	3553	1	1
10364	MESH:D029424	3569	1	1
10365	MESH:D029424	3576	1	1
10366	MESH:D029424	3579	1	1
10367	MESH:D029424	3586	1	0
10368	MESH:D029424	3596	1	1
10369	MESH:D029424	3600	1	1
10370	MESH:D029424	3605	1	1
10371	MESH:D029424	3952	1	0
10372	MESH:D029424	4312	1	1
10373	MESH:D029424	4318	1	1
10374	MESH:D029424	4321	1	1
10375	MESH:D029424	4323	1	0
10376	MESH:D029424	4353	1	0
10377	MESH:D029424	4582	1	0
10378	MESH:D029424	4586	1	0
10379	MESH:D029424	4843	1	1
10380	MESH:D029424	4846	1	1
10381	MESH:D029424	5054	1	0
10382	MESH:D029424	5141	1	0
10383	MESH:D029424	5265	1	1
10384	MESH:D029424	5270	1	1
10385	MESH:D029424	5328	1	1
10386	MESH:D029424	5329	1	1
10387	MESH:D029424	6439	1	0
10388	MESH:D029424	6441	1	1
10389	MESH:D029424	6532	1	0
10390	MESH:D029424	6649	1	1
10391	MESH:D029424	6775	1	1
10392	MESH:D029424	7040	1	1
10393	MESH:D029424	7042	1	1
10394	MESH:D029424	7097	1	1
10395	MESH:D029424	7099	1	1
10396	MESH:D029424	7124	1	1
10397	MESH:D029424	7139	1	1
10398	MESH:D029424	7157	1	1
10399	MESH:D029424	7356	1	0
10400	MESH:D029424	7422	1	0
10401	MESH:D029424	9365	1	0
10402	MESH:D029424	9370	1	0
10403	MESH:D029424	9914	1	1
10404	MESH:D029424	10144	1	0
10405	MESH:D029424	10411	1	0
10406	MESH:D029424	23643	1	1
10407	MESH:D029424	51074	1	0
10408	MESH:D029424	59341	1	0
10409	MESH:D029424	64399	1	1
10410	MESH:D029424	79890	1	1
10411	MESH:D029424	80150	1	0
10412	MESH:D029424	80332	1	1
10413	MESH:D017544	183	1	1
10414	MESH:D017544	185	1	1
10415	MESH:D017544	348	1	1
10416	MESH:D017544	1029	1	0
10417	MESH:D017544	2006	1	0
10418	MESH:D017544	3949	1	0
10419	MESH:D017544	4015	1	0
10420	MESH:D017544	4035	1	0
10421	MESH:D017544	4313	1	0
10422	MESH:D017544	4314	1	1
10423	MESH:D017544	4318	1	0
10424	MESH:D017544	4323	1	1
10425	MESH:D017544	4790	1	1
10426	MESH:D017544	4843	1	1
10427	MESH:D017544	5054	1	1
10428	MESH:D017544	5743	1	1
10429	MESH:D017544	6347	1	0
10430	MESH:D017544	6402	1	0
10431	MESH:D017544	6648	1	0
10432	MESH:D017544	7079	1	1
10433	MESH:D017544	8086	1	0
10434	MESH:D017544	64805	1	1
10435	MESH:D017544	153090	1	0
10436	MESH:D017544	653361	1	0
10437	MESH:D007676	19	1	1
10438	MESH:D007676	38	1	1
10439	MESH:D007676	189	1	1
10440	MESH:D007676	213	1	0
10441	MESH:D007676	249	1	1
10442	MESH:D007676	250	1	1
10443	MESH:D007676	251	1	0
10444	MESH:D007676	384	1	0
10445	MESH:D007676	551	1	0
10446	MESH:D007676	632	1	1
10447	MESH:D007676	729	1	0
10448	MESH:D007676	744	1	0
10449	MESH:D007676	847	1	1
10450	MESH:D007676	949	1	0
10451	MESH:D007676	968	1	0
10452	MESH:D007676	973	1	1
10453	MESH:D007676	1234	1	1
10454	MESH:D007676	1244	1	0
10455	MESH:D007676	1285	1	1
10456	MESH:D007676	1287	1	1
10457	MESH:D007676	1374	1	0
10458	MESH:D007676	1392	1	1
10459	MESH:D007676	1393	1	1
10460	MESH:D007676	1394	1	1
10461	MESH:D007676	1401	1	0
10462	MESH:D007676	1471	1	0
10463	MESH:D007676	1535	1	1
10464	MESH:D007676	1536	1	0
10465	MESH:D007676	1543	1	0
10466	MESH:D007676	1555	1	1
10467	MESH:D007676	1557	1	1
10468	MESH:D007676	1562	1	1
10469	MESH:D007676	1576	1	1
10470	MESH:D007676	1602	1	0
10471	MESH:D007676	1636	1	1
10472	MESH:D007676	1644	1	0
10473	MESH:D007676	1653	1	0
10474	MESH:D007676	1812	1	0
10475	MESH:D007676	1839	1	1
10476	MESH:D007676	1906	1	0
10477	MESH:D007676	2056	1	1
10478	MESH:D007676	2147	1	1
10479	MESH:D007676	2168	1	1
10480	MESH:D007676	2194	1	1
10481	MESH:D007676	2628	1	0
10482	MESH:D007676	2646	1	0
